C00009516 51225-28-6 6,8-Diprenylgenistein || 5,7,4'-Trihydroxy-6,8-diprenylisoflavone || 8-(gamma,gamma-Dimethylallyl)wighteone C25H26O5 406.17802394 
C00009518 5233-97-6 Scandinone || Nallanin C26H26O5 418.17802394 
C00009533 17238-05-0 Dihydrodaidzein || 7,4'-Dihydroxyisoflavanone C15H12O4 256.07355887 
C00009534 4626-22-6 Dihydroformononetin || 7-Hydroxy-4'-methoxyisoflavanone C16H14O4 270.08920894 
C00009553 66152-07-6 Dihydrobiochanin A C16H14O5 286.08412356 
C00009707 94105-90-5 Equol || 7,4'-Dihydroxyisoflavan C15H14O3 242.09429431 
C00009787 5307-59-5 Robustic acid C22H20O6 380.12598837 
C00009788 5307-60-8 Robustic acid methyl ether || Methyl robustate || O-Methylrobustic acid C23H22O6 394.14163844 
C00009792 5084-00-4 Scandenin C26H26O6 434.17293856 
C00009793 5490-47-1 Lonchocarpic acid || Chandanin C26H26O6 434.17293856 
C00009794 642-39-7 Angolensin C16H16O4 272.104859 
C00009795 58822-06-3 2-O-Methylangolensin C17H18O4 286.12050906 
C00009796 75946-85-9 4-O-Methylangolensin C17H18O4 286.12050906 
C00009797 75917-91-8 4-O-alpha-Cadinylangolensin C31H40O4 476.29265977 
C00009798 75872-84-3 4-O-T-Cadinylangolensin C31H40O4 476.29265977 
C00009810 16277-87-5 Maximaisoflavone J || 7-Prenyloxy-4'-methoxyisoflavone C21H20O4 336.13615913 
C00009820 97165-42-9 Maximaisoflavone H || 4'-Methoxy-7,8-methylenedioxyisoflavone C17H12O5 296.06847349 
C00009826 87457-87-2 Isoaurmillone || 5,7-Dihydroxy-6-methoxy-4'-prenyloxyisoflavone C21H20O6 368.12598837 
C00009830 94411-01-5 5,6,7,4'-Tetrahydroxy-8-methoxyisoflavone C16H12O7 316.05830274 
C00009836 85985-76-8 4'-O-Prenylalpinumisoflavone C25H24O5 404.16237388 
C00009842 133086-79-0 Pallidiflorin || 5-Hydroxy-4'-methoxyisoflavone C16H12O4 268.07355887 
C00009843 130289-25-7 Nordurlettone || 7-Hydroxy-4'-prenyloxyisoflavone C20H18O4 322.12050906 
C00009844 130289-24-6 7-Geranylformononetin || 4'-Methoxy-7-geranyloxyisoflavone C26H28O4 404.19875938 
C00009845 118024-87-6 8,4'-Dihydroxyisoflavone C15H10O4 254.05790881 
C00009850 970-48-9 Alfalone || 6-Hydroxy-7,4'-dimethoxyisoflavone C17H14O5 298.08412356 
C00009852 75187-63-2 8-Hydroxydaidzein || 7,8,4'-Trihydroxyisoflavone || NSC 678112 C15H10O5 270.05282343 
C00009868 113762-90-6 7,8,4'-Trihydroxy-6-methoxyisoflavone C16H12O6 300.06338812 
C00009887 27762-99-8 Gancaonin A || 5,7-Dihydroxy-4'-methoxy-6-prenylisoflavone C21H20O5 352.13107375 
C00009888 126716-34-5 Gancaonin G || 5,4'-Dihydroxy-7-methoxy-6-prenylisoflavone C21H20O5 352.13107375 
C00009892 104691-87-4 Hydroxywighteone || 5,7,4'-Trihydroxy-6-(3-hydroxymethyl-2-butenyl)isoflavone || Glabrisoflavone || Isogancaonin C C20H18O6 354.11033831 
C00009896 104691-86-3 Lupiwighteone || 5,7,4'-Trihydroxy-8-prenylisoflavone C20H18O5 338.11542369 
C00009897 129145-51-3 Gancanin M || 5,7-Dihydroxy-4'-methoxy-8-prenylisoflavone C21H20O5 352.13107375 
C00009898 104703-98-2 5-O-Methyllupiwighteone || 7,4'-Dihydroxy-5-methoxy-8-prenylisoflavone C21H20O5 352.13107375 
C00009902 124596-87-8 Gancaonin C || 5,7,4'-Trihydroxy-8-(4-hydroxyprenyl)isoflavone C20H18O6 354.11033831 
C00009908 109517-68-2 Crotalarin C20H18O5 338.11542369 
C00009943 130170-04-6 Euchrenone b8 C25H24O6 420.1572885 
C00009944 130170-02-4 Euchrenone b6 C25H26O6 422.17293856 
C00009945 139051-61-9 Senegalensin C25H26O6 422.17293856 
C00009946 128585-07-9 Eriotriochin C27H30O7 466.19915331 
C00009948 130170-05-7 Euchrenone b9 C25H24O6 420.1572885 
C00009949 130170-03-5 Euchrenone b7 C25H26O6 422.17293856 
C00009950 130289-28-0 Euchrenone b10 || 8-Prenylerythrinin C C25H26O6 422.17293856 
C00009966 108026-27-3 (+)-Dihydrowighteone || (+)-5,7,4'-Trihydroxy-6-prenylisoflavanone C20H20O5 340.13107375 
C00010045 86989-17-5 Thonningine B C23H20O7 408.12090299 
C00010106 36190-98-4 Genistein 7,4'-O-diglucoside || Genistein 7,4'-di-O-glucoside || Genistein-7,4'-di-O-beta-glucopyranoside C27H30O15 594.15847029 
C00010116 15914-68-8 Biochanin A 7-O-apiosyl-(1->6)-glucoside || Lanceolarin C27H30O14 578.16355567 
C00010118 154-36-9 Prunetin 4'-O-glucoside || Prunetrin || Prunitrin || Prunitroside || Trifoside C22H22O10 446.12129692 
C00010124 67604-94-8 Tectorigenin 7-O-gentiobioside C28H32O16 624.16903498 
C00010159 122130-27-2 Formononetin 7-O-(2''-p-hydroxybenzoylglucoside) C29H26O11 550.14751167 
C00010164 106915-84-8 Genistein 7-O-(2''-p-coumaroylglucoside) C30H26O12 578.1424263 
C00010173 126654-66-8 4'-O-Methylneobavaisoflavone 7-O-(2''-p-coumaroylglucoside) C36H36O11 644.22576199 
C00010253 3755-63-3 (S)-4'-Hydroxy-4-methoxydalbergione C16H14O4 270.08920894 
C00010254 464-87-1 (S)-4,4'-Dimethoxydalbergione C17H16O4 284.104859 
C00010256 69471-24-5 (R)-4'-Hydroxy-3,4-dimethoxydalbergione C17H16O5 300.09977362 
C00010347 87392-63-0 Phlebotrichin C22H30O9 438.18898256 
C00010487 129277-52-7 Arbortristoside E C27H34O13 566.19994117 
C00010505 104931-18-2 Cachineside III C25H30O13 538.16864105 
C00010516 58286-53-6 Scutellarioside C24H28O12 508.15807636 
C00010523 85819-35-8 Saccatoside || 6-O-alpha-L-(2''-O-trans-p-coumaroyl)rhamnopyranosylcatalpol C30H38O16 654.21598517 
C00010551 97941-28-1 Furcatoside A C32H42O14 650.25745605 
C00010553 97995-98-7 Furcatoside B C32H42O14 650.25745605 
C00010592 64597-22-4 Lamiidoside C26H32O14 568.17920573 
C00010593 53526-66-2 Durantoside II C27H34O14 582.1948558 
C00010610 29118-80-7 Syringopicroside C24H30O11 494.1788118 
C00010623 30358-89-5 Odontoside C24H28O12 508.15807636 
C00010625 85802-33-1 Eurostoside C24H28O12 508.15807636 
C00010627 36138-58-6 Vaccinoside C25H28O13 536.15299098 
C00010662 125874-28-4 Premnoside B C39H44O19 816.24767923 
C00010663 125874-30-8 Premnoside D C40H46O19 830.26332929 
C00010704 107783-21-1 Syringopicrogenin A C18H20O6 332.12598837 
C00010711  7-O-(4-Hydroxybenzoyl)tecomoside C23H28O12 496.15807636 
C00010713  7-O-(4-hydroxycinnamoyl)tecomoside C25H30O12 522.17372642 
C00010714  7-O-(4-Methoxycinnamoyl)tecomoside C26H32O12 536.18937649 
C00010721 106310-30-9 Undulatin C23H28O9 448.17333249 
C00010738 80396-57-2 Protoplumericin A C36H42O19 778.23202916 
C00010757 119944-56-8 Haenkeanoside C26H32O13 552.18429111 
C00010758 119944-57-9 O-Methylhaenkeanoside C27H34O13 566.19994117 
C00010759 119943-44-1 Isohaenkeanoside C26H32O13 552.18429111 
C00010760 119864-05-0 Methylisohaenkeanoside C27H34O13 566.19994117 
C00010761 108789-18-0 Isoligustroside C25H32O12 524.18937649 
C00010762 112693-22-8 Isonuezhenide C31H42O17 686.24219992 
C00010767 125339-15-3 Jasmolactone A C19H22O8 378.13146768 
C00010769 125339-17-5 Jasmolactone C C26H28O10 500.16824712 
C00010777 85527-08-8 Ligustaloside B C25H32O13 540.18429111 
C00010783 112693-21-7 Oleonuezhenide C48H64O27 1072.36349684 
C00010785 35897-92-8 Ligstroside || (-)-Ligstroside C25H32O12 524.18937649 
C00010787 57799-95-8 10-Acetoxyligustroside C27H34O14 582.1948558 
C00011074 210050-04-7 Malvidin 3-O-[6-O-[4-O-[4-O-(6-O-caffeoyl-beta-D-glucopyranosyl)-p-coumaroyl]-alpha-L-rhamnosyl]-beta-D-glucopyranoside]-5-O-beta-D-glucopyranoside C59H67O31 1271.36663043 
C00011076 202338-37-2 Pelargonidin 3-[2''-(2'''-trans-caffeoyl-beta-D-glucopyranosyl)-beta-D-galactopyranoside] C36H37O18 757.19798938 
C00011081  Malvidin 3-O-(6-O-(Z)-p-coumalonyl-beta-glucopyranoside)-5-O-beta-glucopyranoside C38H41O19 801.22420413 
C00011082 250344-52-6 Acetylmalonylawobanin || Delphinidin 3-O-[6-O-(p-coumaroyl)-beta-D-glucopyranoside]-5-O-[4-O-acetyl-6-O-malonyl-beta-D-glucopyranoside] C41H41O23 901.20386262 
C00011084  Cyanidin 3-O-[6-O-(malonyl)-beta-D-glucopyranoside]-7-O-[6-O-(trans-p-coumaryl)-beta-D-glucopyranoside]-3'-O-[6-O-(trans-4-O-(6-O-(trans-4-O-(beta-D-glucopyranosyl)-p-coumaryl)-beta-D-glucopyranoside] C75H81O40 1621.43041248 
C00011086 126417-59-2 Violdelphin C53H59O30 1175.30911555 
C00011097  3,5-di-O-(beta-Glucopyranosyl) pelargonidin 6''-O-4, 6'''-O-1-cyclic malate C31H33O18 693.16668925 
C00011099 232617-25-3 Petunidin 3-O-(6-O-(4-O-(4-O-(6-O-caffeoyl-beta-D-glucopyranosyl)-E-p-coumaroyl)-alpha-rhamnosyl)-beta-D-glucopyranoside)-5-O-beta-D-glucopyranoside C58H65O31 1257.35098036 
C00011100 402935-12-0 Malvidin 3-O-(6-O-(4-O-(4-O-(6-O-feruloyl-beta-D-glucopyranosyl)-E-p-coumaroyl)-alpha-rhamnosyl)-beta-D-glucopyranoside)-5-O-beta-D-glucopyranoside C60H69O31 1285.38228049 
C00011101 402935-13-1 Malvidin 3-O-(6-O-(4-O-(4-O-(6-O-E-p-coumaroyl-beta-D-glucopyranosyl)-E-p-coumaroyl)-alpha-rhamnosyl)-beta-D-glucopyranoside)-5-O-beta-D-glucopyranoside C59H67O30 1255.37171581 
C00011102 226951-59-3 Malvidin 3-O-[6-O-(4-O-Z-p-coumaroyl-alpha-rhamnopyranosyl)-beta-glucopyranoside]-5-O-beta-glucopyranoside C44H51O23 947.28211294 
C00011103 395680-63-4 Delphinidin 3,7-diglucoside-3',5'-di(6-O-p-coumaroyl-beta-glucoside) C57H63O31 1243.3353303 
C00011104 395680-64-5 Delphinidin 3-glucoside-7,3',5'-tri(6-O-p-coumaroyl-beta-glucoside) C66H69O33 1389.37210974 
C00011105 395680-65-6 Delphinidin 3,7,3',5'-tetra(6-O-p-coumaroyl-beta-glucoside) C75H75O35 1535.40888917 
C00011107 339080-03-4 Delphinidin 3-O-beta-D-(6-O-(E)-p-coumaryl)galactopyranoside C30H27O14 611.14008057 
C00011109 651731-55-4 Cyanidin 3-O-[2-O-(6-O-E-coumaroyl-beta-D-glucopyanosyl)]-{6-O-[4-O-(6-O-E-coumaroyl-beta-D-glucopyranosyl)-E-caffeoyl]-beta-D-glucopyranosyl}-5-O-beta-D-glucopyranoside C66H69O33 1389.37210974 
C00011112 350221-43-1 Brosimacutin A C20H22O6 358.14163844 
C00011113 478493-78-6 Brosimacutin B C20H22O6 358.14163844 
C00011114 350221-47-5 Brosimacutin C C20H22O5 342.14672381 
C00011115 350221-48-6 Brosimacutin D C20H20O5 340.13107375 
C00011116 350221-49-7 Brosimacutin E C20H20O5 340.13107375 
C00011117 350221-42-0 Brosimacutin F || 8-(2,3-Dihydroxy-3-methylbutyl)-7-hydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one C20H20O6 356.12598837 
C00011121 861691-31-8 2''-O-Vanilloylvitexin C29H26O13 582.13734092 
C00011123 861691-35-2 2''-O-beta-L-galactopyranosylvitexin C27H30O15 594.15847029 
C00011129 473919-25-4 Quercetin 3-O-beta-(6''-O-E-p-coumaroylglucoside)-7-O-beta-glucoside C36H36O19 772.18507897 
C00011130 473919-26-5 Isorhamnetin 3-O-beta-(6''-O-E-p-coumaroylglucoside)-7-O-beta-glucoside || 7-(beta-D-Glucopyranosyloxy)-5-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-3-[[6-O-[(2E)-3-(4-hydroxyphenyl)-1-oxo-2-propenyl]-beta-D-glucopyranosyl]oxy]-4H-1-benzopyran-4-one C37H38O19 786.20072904 
C00011135 596814-72-1 Kaempferol 3-O-alpha-L-rhamnopyranosyl(1->6)-beta-D-glucopyranosyl(1->2)-beta-D-glucopyranoside-7-O-alpha-L-rhamnopyranoside || Kaempferol 3-(2G-glucosylrutinoside)-7-rhamnoside C39H50O24 902.26920253 
C00011139  3'-(2-Hydroxy-3-methylbut-3-enyl)-4,2',4'-trihydroxychalcone C19H18O6 342.11033831 
C00011147 828940-16-5 6,4'-Dihydroxyaurone 4-O-rutinoside C27H30O14 578.16355567 
C00011159 352644-38-3 Kaempferol 7-O-(6-trans-caffeoyl)-beta-glucopyranosyl-(1->3)-alpha-rhamnopyranoside-3-O-beta-glucopyranoside C42H46O23 918.24298778 
C00011160 352644-39-4 Kaempferol 7-O-(6-trans-p-coumaroyl)-beta-glucopyranosyl-(1->3)-alpha-rhamnopyranoside-3-O-beta-glucopyranoside C42H46O22 902.24807316 
C00011164 478083-83-9 cis-Resveratrol-3,4'-O-beta-diglucoside C26H32O13 552.18429111 
C00011175 603136-05-6 Myricetin 3'-O-(6''-p-coumaroyl)glucoside C30H26O15 626.12717016 
C00011177 604004-59-3 Nympholide B C30H26O15 626.12717016 
C00011181 77208-28-7 Acacetin 7-O-alpha-L-rhamnopyranoside || 7-[(6-Deoxy-alpha-L-mannopyranosyl)oxy]-5-hydroxy-2-(4-methoxyphenyl)-4H-1-benzopyran-4-one C22H22O9 430.1263823 
C00011182 188342-30-5 Acacetin 7-O-[6''-O-glucosyl-2''-O-(3'''-acetylrhamnosyl)glucoside C36H44O20 796.24259385 
C00011183 188342-32-7 Acacetin 7-O-[2'''-O-rhamnosyl-2''-O-glucosylglucoside || 7-[(O-6-Deoxy-alpha-L-mannopyranosyl-(1->2)-O-beta-D-glucopyranosyl-(1->2)-beta-D-glucopyranosyl)oxy]-5-hydroxy-2-(4-methoxyphenyl)-4H-1-benzopyran-4-one C34H42O19 754.23202916 
C00011184 188342-34-9 2'''-O-Rhamnosyl-2''-O-glucosylcytisoside C34H42O19 754.23202916 
C00011187 388089-39-2 Malvidin 3-glucoside-4-vinylphenol C31H29O13 609.16081601 
C00011341 125107-92-8 Pelargonidin 7-glucoside C21H21O10 433.11347189 
C00011346 71140-96-0 Dihydrokaempferide 3-glucuronide C22H22O12 478.11112617 
C00011698 39380-12-6 Ferolin C22H30O4 358.21440945 
C00012071 70476-17-4 Rubaferidin C22H30O5 374.20932407 
C00012080 73695-85-9 Cyclachaenin C25H34O4 398.24570957 
C00012217 91486-98-5 Ixerin C C29H34O11 558.21011193 
C00012218 93236-47-6 Ixerin G C29H34O11 558.21011193 
C00012452 61116-36-7 Juniferinin || Juniperinin C24H32O5 400.22497413 
C00012456 70629-76-4 Juferin C22H28O3 340.20384476 
C00012457 65638-03-1 Ferocin C22H28O3 340.20384476 
C00012706 119285-47-1 [1R-(1alpha,4alpha,4aalpha,5alpha,6alpha,8abeta)]-Decahydro-4,8a-dimethyl-6-(1-methylethyl)-1,4-epoxynaphthalen-5-yl ester  4-methoxybenzoic acid C23H32O4 372.23005951 
C00013245 118204-66-3 Tupichinol C || (R)-3,4-Dihydro-2-(4-hydroxyphenyl)-2H-1-benzopyran-7-ol C15H14O3 242.09429431 
C00013254  Ent-afzelechin-7-O-beta-D-glucopyranoside C21H24O10 436.13694699 
C00013270 462109-98-4 3beta,4beta,5-Trimethoxy-4'-hydroxy- (6:7)-2,2-dimethylpyranoflavan C23H26O6 398.17293856 
C00013271 273398-96-2 Epimesquitol-(4beta->4)-epioritin-4beta-ol || (2R,3R,4S)-4-[[(2R,3R,4S)-3,4-Dihydro-3,7,8-trihydroxy-2-(4-hydroxyphenyl)-2H-1-benzopyran-4-yl]oxy]-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-3,7,8-triol C30H26O12 578.1424263 
C00013272 274682-28-9 Cassiaflavan-(4alpha->8)-epicatechin C30H26O9 530.15768243 
C00013273 145904-69-4 (+)-Myristinin A || Myristinin A || trans-(+)-1-[3-[3,4-Dihydro-7-hydroxy-2-(4-hydroxyphenyl)-2H-1-benzopyran-4-yl]-2,4,6-trihydroxyphenyl]-1-dodecanone C33H40O7 548.27740363 
C00013275 226715-74-8 (+)-Geranin B || Geranin B || (2R,3S,8S,14R,15R)- 8-(3,4-Dihydroxyphenyl)-3,4-dihydro-2-(4-hydroxyphenyl)-8,14-Methano-2H,14H-1-benzopyrano[7,8-d][1,3]benzodioxocin-3,5,11,13,15-pentol C30H24O11 560.13186161 
C00013277 226715-59-9 (+)-Geranin A || Geranin A C30H24O10 544.13694699 
C00013283 385367-01-1 (+)-Geranin D || Geranin D C45H34O15 814.18977042 
C00013286 111103-90-3 Genkwanol A || [2'R-(2'alpha,3'beta,8'alpha,9'alpha)]-3',4'-Dihydro-3',4,5',6-tetrahydroxy-2',8'-bis(4-hydroxyphenyl)-spiro[benzofuran-2(3H),9'(8'H)-[2H]furo[2,3-h][1]benzopyran]-3-one C30H22O10 542.12129692 
C00013287 178664-65-8 Daphnodorin G || [2S-(2alpha,3beta,7aalpha,13abeta)]-3,4,7a,13a-Tetrahydro-3,5,10,12,13a-pentahydroxy-2,7a-bis(4-hydroxyphenyl)-2H,13H-furo[2,3-b:5,4-h']bis[1]benzopyran-13-one C30H22O11 558.11621155 
C00013288 190077-98-6 Daphnodorin J || (2S)-[3,4,8,9-Tetrahydro-5-hydroxy-2,8-bis(4-hydroxyphenyl)-2H-furo[2,3-h]-1-benzopyran-9-yl](2,4,6-trihydroxyphenyl)methanone C30H24O9 528.14203237 
C00013289 215868-02-3 Daphnodorin M || (4S,4aR,10aS,12S)-4,4a,13,14-Tetrahydro-4a,6,8-trihydroxy-4,12-bis(4-hydroxyphenyl)-1H,5H,12H-furo[3,4-b:2,3-h']bis[1]benzopyran-1,5-dione C30H22O10 542.12129692 
C00013301 6938-19-8 6-Hydroxy-5,7,4'-trimethoxyflavone || 6-Hydroxy-5,7-dimethoxy-2-(4-methoxyphenyl)-4H-1-benzopyran-4-one C18H16O6 328.09468824 
C00013303 89456-41-7 5,8-dihydroxy-7,4'-dimethoxyflavone || 5,8-Dihydroxy-7-methoxy-2-(4-methoxyphenyl)-4H-1-benzopyran-4-one C17H14O6 314.07903818 
C00013304 6601-66-7 4',5,7,8-Tetramethoxyflavone || 6-Demethoxytangeretin || 6-Demethoxytangeritin || Tetra-O-methylisoscutellarein || 5,7,8-Trimethoxy-2-(4-methoxyphenyl)-4H-1-benzopyran-4-one C19H18O6 342.11033831 
C00013313 98755-25-0 Isothymusin || 5,8-Dihydroxy-2-(4-hydroxyphenyl)-6,7-dimethoxy-4H-1-benzopyran-4-one C17H14O7 330.0739528 
C00013314 142846-83-1 5,6,7-Trihydroxy-8,4'-dimethoxyflavone || 5,6,7-Trihydroxy-8-methoxy-2-(4-methoxyphenyl)-4H-1-benzopyran-4-one C17H14O7 330.0739528 
C00013315 36950-98-8 4'-Hydroxy-5,6,7,8-tetramethoxyflavone || 2-(4-Hydroxyphenyl)-5,6,7,8-tetramethoxy-4H-1-benzopyran-4-one C19H18O7 358.10525293 
C00013349 33554-54-0 3,7-Dihydroxy-5,4'-dimethoxyflavone || 3,7-Dihydroxy-5-methoxy-2-(4-methoxyphenyl)-4H-1-benzopyran-4-one C17H14O6 314.07903818 
C00013350 16692-52-7 3,5,7,4'-Tetramethoxyflavone || O-Tetramethylkaempferol || Tetramethylkaempferol || 2-(4-Methoxyphenyl)-3,5,7-trimethoxy-4-oxo-4H-1-benzopyran || 3,5,7-Trimethoxy-2-(4-methoxyphenyl)-4H-1-benzopyran-4-one C19H18O6 342.11033831 
C00013351 159506-37-3 6,7,4'-Trihydroxy-3-methoxyflavone || 6,7-Dihydroxy-2-(4-hydroxyphenyl)-3-methoxy-4H-1-benzopyran-4-one C16H12O6 300.06338812 
C00013353 148323-92-6 5,6,7-Trihydroxy-3,4'-dimethoxyflavone || 6-Hydroxykaempferol 3,4'-dimethyl ether || 5,6,7-Trihydroxy-3-methoxy-2-(4-methoxyphenyl)-4H-1-benzopyran-4-one C17H14O7 330.0739528 
C00013354 84019-17-0 5,6-Dihydroxy-3,7,4'-trimethoxyflavone || 6-Hydroxykaempferol 3,7,4'-trimethyl ether || Tanetin || 5,6-Dihydroxy-3,7-dimethoxy-2-(4-methoxyphenyl)-4H-1-benzopyran-4-one C18H16O7 344.08960287 
C00013355 97389-86-1 5,7,8-Trihydroxy-3,4'-dimethoxyflavone || 5,7,8-Trihydroxy-3-methoxy-2-(4-methoxyphenyl)-4H-1-benzopyran-4-one C17H14O7 330.0739528 
C00013365 57393-70-1 3,5-Dihydroxy-6,7,8,4'-tetramethoxyflavone || 3,5-Dihydroxy-6,7,8-trimethoxy-2-(4-methoxyphenyl)-4H-1-benzopyran-4-one C19H18O8 374.10016755 
C00013386 5526-57-8 6-Methylapigenin || 5,7,4'-Trihydroxy-6-methylflavone || 5,7-Dihydroxy-2-(4-hydroxyphenyl)-6-methyl-4H-1-benzopyran-4-one C16H12O5 284.06847349 
C00013387 94451-48-6 Syzalterin || 6,8-Dimethylapigenin || 5,7-Dihydroxy-2-(4-hydroxyphenyl)-6,8-dimethyl-4H-1-benzopyran-4-one C17H14O5 298.08412356 
C00013403 61153-77-3 Licoflavone A || 7-Hydroxy-2-(4-hydroxyphenyl)-6-(3-methyl-2-butenyl)-4H-1-benzopyran-4-one C20H18O4 322.12050906 
C00013404 76690-67-0 7,4'-Dihydroxy-8-prenylflavone || 7-Hydroxy-2-(4-hydroxyphenyl)-8-(3-methyl-2-butenyl)-4H-1-benzopyran-4-one C20H18O4 322.12050906 
C00013405 487010-53-7 Dinklagin C || (+)-5,7-Dihydroxy-6-(2-hydroxy-3-methyl-3-butenyl)-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one C20H18O6 354.11033831 
C00013406 215596-01-3 Ephedroidin || (+)- 5,7-Dihydroxy-8-(2-hydroxy-3-methyl-3-butenyl)-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one C20H18O6 354.11033831 
C00013410 123549-17-7 Artonin U || 5-hydroxy-2-(4-Hydroxyphenyl)-7-methoxy-8-(3-methyl-2-butenyl)-4H-1-benzopyran-4-one C21H20O5 352.13107375 
C00013426 50868-48-9 Ugonin C || (-)-8,9-Dihydro-5-hydroxy-2-(4-hydroxyphenyl)-3-methoxy-8,9,9-trimethyl-4H-furo[2,3-h]-1-benzopyran-4-one C21H20O6 368.12598837 
C00013432 57498-96-1 Carpachromene || 5-Hydroxy-8-(4-hydroxyphenyl)-2,2-dimethyl-2H,6H-benzo[1,2-b:5,4-b']dipyran-6-one || 5,4'-Dihidroxy-6'',6''-dimethylpyrano[2'',3'':7,6]flavone C20H16O5 336.09977362 
C00013433 487010-50-4 Dinklagin B || (+)-3,4-Dihydro-3,5-dihydroxy-8-(4-hydroxyphenyl)-2,2-dimethyl-2H,6H-benzo[1,2-b:5,4-b']dipyran-6-one C20H18O6 354.11033831 
C00013435 61828-61-3 Carpachromene dimethyl ether || Di-O-methylcarpachromene || 5-Methoxy-8-(4-methoxyphenyl)-2,2-dimethyl-2H,6H-benzo[1,2-b:5,4-b']dipyran-6-one C22H20O5 364.13107375 
C00013449 70894-15-4 2-(4-Methoxyphenyl)-4H-furo[2,3-h]-1-benzopyran-4-one C18H12O4 292.07355887 
C00013450 539826-39-6 Ciliatin A || (+)-2,3-dihydro-4-hydroxy-7-(4-hydroxyphenyl)-2-(1-methylethenyl)-5H-Furo[3,2-g][1]benzopyran-5-one C20H16O5 336.09977362 
C00013505 550345-81-8 6-(8''-Umbelliferyl)apigenin || 8-[5,7-Dihydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-1-benzopyran-6-yl]-7-hydroxy-2H-1-benzopyran-2-one C24H14O8 430.06886743 
C00013506 550345-82-9 8-(6''-Umbelliferyl)apigenin || 6-[5,7-Dihydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-1-benzopyran-8-yl]-7-hydroxy-2H-1-benzopyran-2-one C24H14O8 430.06886743 
C00013507 88718-51-8 5,7-Dihydroxy-2-(4-hydroxyphenyl)-3-methoxy-6,8-dimethyl-4H-1-benzopyran-4-one C18H16O6 328.09468824 
C00013508 194157-52-3 5-Hydroxy-2-(4-hydroxyphenyl)-3,7,8-trimethoxy-6-methyl-4H-1-benzopyran-4-one C19H18O7 358.10525293 
C00013516 229470-28-4 Isomacarangin || 8-[(2Z)-3,7-Dimethyl-2,6-octadienyl]-3,5,7-trihydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one C25H26O6 422.17293856 
C00013517 54013-24-0 3,5,7-Trihydroxy-2-(4-hydroxyphenyl)-6,8-bis(3-methyl-2-butenyl)-4H-1-benzopyran-4-one C25H26O6 422.17293856 
C00013518 216450-65-6 Sophoflavescenol || 3,7-Dihydroxy-2-(4-hydroxyphenyl)-5-methoxy-8-(3-methyl-2-butenyl)-4H-1-benzopyran-4-one C21H20O6 368.12598837 
C00013519 173792-49-9 Brevicornin || 3,5,7-Trihydroxy-8-(3-methoxy-3-methylbutyl)-2-(4-methoxyphenyl)-4H-1-benzopyran-4-one C22H24O7 400.15220312 
C00013542 443776-53-2 Denticulaflavonol || (-)-6-[(2E)-5-(Decahydro-5,5,8a-trimethyl-2-methylene-1-naphthalenyl)-3-methyl-2-pentenyl]-3,5,7-trihydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one C35H42O6 558.29813907 
C00013543 264608-83-5 Thymusin 6-isobutyrate || 5,6,4'-Trihydroxy-7,8-dimethoxy flavone 6-isobutyrate || 5-Hydroxy-2-(4-hydroxyphenyl)-7,8-dimethoxy-4-oxo-4H-1-benzopyran-6-yl ester 2-methyl-propanoic acid C21H20O8 400.11581762 
C00013545 117155-59-6 3,5,7-Tris(acetyloxy)-8-methoxy-2-(4-methoxyphenyl)-4H-1-benzopyran-4-one C23H20O10 456.10564686 
C00013591 108887-48-5 Kaempferol 3,7,4'-triglucoside C33H40O21 772.20620834 
C00013597 80621-54-1 8-Demethylsideroxylin || 5-Hydroxy-2-(4-hydroxyphenyl)-7-methoxy-6-methyl-4H-1-benzopyran-4-one C17H14O5 298.08412356 
C00013607 165073-98-3 Apigenin 7-apiofuranosyl-(1->6)-glucoside || 5,7,4'-Trihydroxyflavone 7-apiofuranosyl-(1->6)-glucoside || 7-[(6-O-D-Apio-beta-D-furanosyl-beta-D-glucopyranosyl)oxy]-5-hydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one C26H28O14 564.14790561 
C00013608 211096-97-8 Apigenin 7-cellobioside || 5,7,4'-Trihydroxyflavone 7-cellobioside || 7-[(4-O-beta-D-Glucopyranosyl-beta-D-glucopyranosyl)oxy]-5-hydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one C27H30O15 594.15847029 
C00013609 205326-78-9 Apigenin 7-sophorotrioside || 5,7,4'-Trihydroxyflavone 7-sophorotrioside || 7-[(O-beta-D-Glucopyranosyl-(1->2)-O-beta-D-glucopyranosyl-(1->2)-b-D-glucopyranosyl)oxy]-5-hydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one C33H40O20 756.21129372 
C00013610  Apigenin 7-O-(2G-rhamnosyl)gentiobioside C33H40O19 740.2163791 
