ACANTHACEAE#DICLIPTERA ROXBURGHIANA#KAEMPFEROL
GENTIANACEAE#BLACKSTONIA PERFOLIATA#KAEMPFEROL-3-O-ALPHA-L-RHAMNOPYRANOSYL(1-2)BETA-D-GALACTOPYRANOSIDE#KAEMPFEROL-3-O-ALPHA-L-RHAMNOPYRANOSYL(1-2)BETA-D-GALACTOPYRANOSIDE-7-O-BETA-D-GLUCOSIDE
GENTIANACEAE#CENTAURIUM ERYTHRAEA#KAEMPFEROL#KAEMPFEROL-3-O-NEOHESPERIDOSIDE#KAEMPFEROL-3-O-RHAMNOSIDE-7-O-RUTINOSIDE
GENTIANACEAE#EUSTOMA GRANDIFLORUM#KAEMPFEROL-3-O-BETA-D-[6-O-RHAMNOPYRANOSYL-4-O-CIS-PARA-COUMAROYL-GALACTOPYRANOSIDE]-7-O-ALPHA-L-RHAMNOPYRANOSIDE#KAEMPFEROL-3-O-BETA-D-[6-O-RHAMNOPYRANOSYL-4-O-TRANS-PARA-COUMAROYL-GALACTOPYRANOSIDE]-7-O-ALPHA-L-RHAMNOPYRANOSIDE
GENTIANACEAE#EUSTOMA GRANDIFLORUM_CV.KIRI#KAEMPFEROL-3-CAFFEOYLO-RHAMNOSYL-GALACTOSIDE-7-RHAMNOSIDE#KAEMPFEROL-3-CIS-PARA-COUMAROYL-RHAMNOSYL-GALACTOSIDE-7-RHAMNOSIDE#KAEMPFEROL-3-FERULOYL-RHAMNOSYL-GALACTOSIDE-7-RHAMNOSIDE#KAEMPFEROL-3-RHAMNOSYL-GALACTOSIDE-7-RHAMNOSIDE#KAEMPFEROL-3-RHAMNOSYL-GLUCOSIDE-7-RHAMNOSIDE#KAEMPFEROL-3-TRANS-PARA-COUMAROYL-RHAMNOSYL-GALACTOSIDE-7-RHAMNOSIDE
GENTIANACEAE#EUSTOMA GRANDIFLORUM_CV.MARASAKI,#KAEMPFEROL-3-CAFFEOYL-RHAMNOSYL-GALACTOSIDE-7-RHAMNOSIDE#KAEMPFEROL-3-CIS-PARA-COUMAROYL-RHAMNOSYL-GALACTOSIDE-7-RHAMNOSIDE#KAEMPFEROL-3-FERULOYL-RHAMNOSYL-GALACTOSIDE-7-RHAMNOSIDE#KAEMPFEROL-3-RHAMNOSYL-GALACTOSIDE-7-RHAMNOSIDE#KAEMPFEROL-3-RHAMNOSYL-GLUCOSIDE-7-RHAMNOSIDE#KAEMPFEROL-TRANS-PARA-COUMAROYL-RHAMNOSYL-GALACTOSIDE-7-RHAMNOSIDE
GENTIANACEAE#EUSTOMA GRANDIFLORUM_CV.MOMO#KAEMPFEROL-3-CAFFEOYL-RHAMNOSYL-GALACTOSIDE-7-RHAMNOSIDE#KAEMPFEROL-3-CIS-PARA-COUMAROYL-RHAMNOSYL-GALACTOSIDE-7-RHAMNOSIDE#KAEMPFEROL-3-FERULOYL-RHAMNOSYL-GALACTOSIDE-7-RHAMNOSIDE#KAEMPFEROL-3-RHAMNOSYL-GALACTOSIDE-7-RHAMNOSIDE#KAEMPFEROL-3-RHAMNOSYL-GLUCOSIDE-7-RHAMNOSIDE#KAEMPFEROL-3-TRANS-PARA-COUMAROYL-RHAMNOSYL-GALACTOSIDE-7-RHAMNOSIDE
GENTIANACEAE#NYMPHOIDES CORDATA#KAEMPFEROL#KAEMPFEROL DI-GLUCOSIDE#KAEMPFEROL GALACTOSIDE#KAEMPFEROL GLUCOSIDE#KAEMPFEROL GLYCOSYL RHAMNOSIDE#KAEMPFEROL RHAMNOSIDE
GENTIANACEAE#NYMPHOIDES CRENATA#KAEMPFEROL#KAEMPFEROL ARABINOSIDE#KAEMPFEROL GALACTOSIDE#KAEMPFEROL GLUCOSIDE
GENTIANACEAE#NYMPHOIDES CRISTATA#KAEMPFEROL#KAEMPFEROL GLUCOSIDE#KAEMPFEROL GLUCOSYL ARABINOSIDE
GENTIANACEAE#NYMPHOIDES FALLAX#KAEMPFEROL#KAEMPFEROL GLUCOSIDE#KAEMPFEROL GLUCOSYL ARABINOSIDE
GENTIANACEAE#NYMPHOIDES GEMINATA#KAEMPFEROL#KAEMPFEROL DI-GLUCOSIDE#KAEMPFEROL GLYCOSYL RHAMNOSIDE
GENTIANACEAE#NYMPHOIDES GRAYANUM#KAEMPFEROL#KAEMPFEROL GLUCOSIDE#KAEMPFEROL GLUCOSYL ARABINOSIDE
GENTIANACEAE#NYMPHOIDES INDICA#KAEMPFEROL#KAEMPFEROL ARABINOSIDE#KAEMPFEROL GLUCOSIDE#KAEMPFEROL GLUCOSYL ARABINOSIDE
GENTIANACEAE#VILLARSIA ALBIFLORA#KAEMPFEROL#KAEMPFEROL ACYL-GALACTOSIDE#KAEMPFEROL ARABINOSIDE#KAEMPFEROL GALACTOSIDE#KAEMPFEROL GALACTOSYL RHAMNOSIDE#KAEMPFEROL RHAMNOSIDE
GENTIANACEAE#VILLARSIA CAPENSIS#KAEMPFEROL#KAEMPFEROL GLUCOSIDE#KAEMPFEROL GLYCOSYL RHAMNOSIDE
GENTIANACEAE#VILLARSIA CAPITATA#KAEMPFEROL#KAEMPFEROL DI-GLUCOSIDE#KAEMPFEROL GLUCOSIDE#KAEMPFEROL GLYCOSYL RHAMNOSIDE#KAEMPFEROL RHAMNOSIDE
GENTIANACEAE#VILLARSIA EXALTATA#KAEMPFEROL#KAEMPFEROL GLYCOSYL RHAMNOSIDE
GENTIANACEAE#VILLARSIA LASIOSPERMA#KAEMPFEROL#KAEMPFEROL DI-GLUCOSIDE#KAEMPFEROL GLUCOSIDE#KAEMPFEROL GLYCOSYL RHAMNOSIDE
GENTIANACEAE#VILLARSIA LATIFOLIA#KAEMPFEROL#KAEMPFEROL DI-GLUCOSIDE#KAEMPFEROL GLUCOSIDE
GENTIANACEAE#VILLARSIA RENIFORMIS#KAEMPFEROL#KAEMPFEROL ACYL-GALACTOSIDE#KAEMPFEROL ARABINOSIDE#KAEMPFEROL GALACTOSIDE#KAEMPFEROL GALACTOSYL RHAMNOSIDE#KAEMPFEROL GLUCOSIDE#KAEMPFEROL GLYCOSYL RHAMNOSIDE#KAEMPFEROL RHAMNOSIDE
GENTIANACEAE#VILLARSIA VIOLIFOLIA#KAEMPFEROL#KAEMPFEROL GLUCOSIDE
GERANIACEAE#ERODIUM MALACOIDES#KAEMPFEROL-3-7-DIGLUCOSIDE
GERANIACEAE#ERODIUM MOSCHATUM#KAEMPFEROL
GERANIACEAE#GERANIUM ALBICANS#KAEMPFEROL
GERANIACEAE#GERANIUM ERISTEMON#KAEMPFEROL-3-O-ALPHA-ARABINOFURANOSIDE#KAEMPFEROL-7-O-ALPHA-L-ARABINOFURANOSIDE
GERANIACEAE#GERANIUM MACRORRHIZUM#KAEMPFEROL
GERANIACEAE#GERANIUM PRATENSE#KAEMPFEROL,3-O-GLUCOSIDE:#KAEMPFEROL-3-O-BETA-D-SOPHOROSIDE
GERANIACEAE#GERANIUM PUSILLUM#KAEMPFEROL
GERANIACEAE#GERANIUM RECTUM#KAEMPFEROL
GERANIACEAE#GERANIUM ROBERTIANUM#KAEMPFEROL-2-O-GLUCO RHAMNOSIDE#KAEMPFEROL-3-O-RHAMNO-GALACTOSIDE#KAEMPFEROL-3-O-RHAMNO-GLUCOSIDE
GERANIACEAE#GERANIUM SANGUINEUM#KAEMPFEROL#KAEMPFEROL-3-O-BETA-D-SOPHOROSIDE
GERANIACEAE#GERANIUM SIBIRICUM#KAEMPFEROL#KAEMPFEROL-3-7-ALPHA-L-DIRHAMNOSIDE#KAEMPFEROL-7-ALPHA-L-RHAMNOSIDE
GERANIACEAE#GERANIUM THUNBERGII#KAEMPFEROL-3-O-RHAMNOSIDE#KAEMPFEROL-3O-ARABINOSYL-7-O-RHAMNOSIDE#KAEMPFEROL-7-O-ALPHA-L-RHAMNNOSIDE
GERANIACEAE#PELARGONIUM ASPERUM#KAEMPFEROL
GERANIACEAE#PELARGONIUM RENIFORME#KAEMPFEROL#KAEMPFEROL,DIHYDRO: (+):#KAEMPFEROL-3-O-BETA-D-GALACTOPYRANOSIDE#KAEMPFEROL-7-O-ALPHA-L-RHAMNOSIDE
GESNERIACEAE#CHIRITA FIMBRISEPALA#KAEMPFEROL
GINKGOACEAE#GINKGO BILOBA#KAEMPFEROL#KAEMPFEROL-2-6-DIRHAMNOSYL GLUCOSIDE#KAEMPFEROL-2-6-DIRHAMNOSYL-GLUCOSIDE#KAEMPFEROL-3-GLUCORHAMNOSIDE#KAEMPFEROL-3-O-(2'''-6-DIRHAMNOPYRANOSYL-BETA-D-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-(2''-O-BETA-D-GLUCOPYRANOSYL)-ALPHA-L-RHAMNOPYRANOSIDE#KAEMPFEROL-3-O-(2-O-[6-O-[PARA-(BETA-D-GLUCOSYL)-OXY-TRANS-CINNAMOYL]-BETA-D-GLUCOSYL]-ALPHA-L-RHAMNOSIDE]#KAEMPFEROL-3-O-(3'''-PARA-COUMAROYL-GLUCOSYL-BETA(1-4)-RHAMNOSIDE)#KAEMPFEROL-3-O-(6'''-O-PARA-COUMAROYL-BETA-D-GLUCOPYRANOSYL(1-2)ALPHA-L-RHAMNOPYRANOSIDE#KAEMPFEROL-3-O-(6'''-PARA-COUMAROYL-GLUCOPYRANOSYL-BETA-1-4-RHAMNOPYRANOSIDE)#KAEMPFEROL-3-O-(6'''-PARA-COUMAROYL-GLUCOSYL(1-2)-RHAMNOSIDE)#KAEMPFEROL-3-O-(6'''-PARA-COUMAROYL-GLUCOSYL(1-2)RHAMNOSIDE)#KAEMPFEROL-3-O-(ALPHA-RHAMNOSYL(1-2)ALPHA-RHAMNOSY(1-6))BETA-D-GLUCOSIDE#KAEMPFEROL-3-O-(ALPHA-RHAMNOSYL-(1-2)-ALPHA-RHAMNOSYL-(1-6))-BETA-D-GLUCOSIDE#KAEMPFEROL-3-O-2''-6''-DI-O-RHAMNOPYRANOSYL-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-ALPHA-(6'''-PARA-COUMAROYL-GLUCOSYL-BETA-1-2-RHAMNOSIDE)#KAEMPFEROL-3-O-ALPHA-(6'''-PARA-COUMAROYL-GLUCOSYL-BETA-1-4-RHAMNOSIDE)#KAEMPFEROL-3-O-ALPHA-L-RHAMNO-GLUCOSIDE#KAEMPFEROL-3-O-ALPHA-L-RHAMNOSIDE#KAEMPFEROL-3-O-ALPHA-L-[6'''-PARA-COUMAROYL-BETA-D-GLUCOPYRANOSYL(1-2)-RHAMNOPYRANOSIDE]-7-O-BETA-D-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-ALPHA-L-[BETA-D-GLUCOPYRANOSYL(1-2)RHAMNOPYRANOSIDE]#KAEMPFEROL-3-O-BALPHA-L-[6'''-PARA-COUMAROYL-BETA-D-GLUCOPYRANOSYL(1-2)-RHAMNOPYRANOSIDE]#KAEMPFEROL-3-O-BETA-D-GLUCOPYRANOSYL(1-2)-ALPHA-L-RHAMNOPYRANOSIDE#KAEMPFEROL-3-O-COUMAROYL-GLUCORHAMNOSIDE#KAEMPFEROL-3-O-PARA-COUMAROYL-GLUCO-RHAMNOSIDE#KAEMPFEROL-3-O-RHAMNOSIDE#KAEMPFEROL-3-O-RHAMNOSYL(1-2)-RHAMNOSYL(1-6)-GLUCOSIDE#KAEMPFEROL-3-O-RHAMNOSYL(1-2)RHAMNOSYL(1-6)GLUCOSIDE#KAEMPFEROL-3-O-RHAMNOSYL(2''-1''')-GLUCOSYL(6'''-1'''')-COUMAROYL ESTER#KAEMPFEROL-3-O-RHAMNOSYL(2''-1''')-GLUCOSYL(6'''-1'''')-COUMAROYL(7''''-1''''')-GLUCOSIDE#KAEMPFEROL-3-O-RHAMNOSYL(2''-1)-GLUCOSIDE#KAEMPFEROL-3-O-[2''-O-6'''-O-{PARA-(7''''-O-BETA-D-GLUCOPYRANOSYL)-COUMAROYL}-BETA-D-GLUCOPYRANOSYL]-ALPHA-L-RHAMNOPYRANOSIDE#KAEMPFEROL-3-O-[2-O-(BETA-D-GLUCOSYL)-ALPHA-L-RHAMNOSIDE]#KAEMPFEROL-3-O-[2-O-6-O-BIS-(ALPHA-L-RHAMNOSYL)-BETA-D-GLUCOSIDE]#KAEMPFEROL-3-O-[2-O-[6-O-(PARA-HYDROXY-TRANS-CINNAMOYL-BETA-D-GLUCOSYL]-ALPHA-L-RHAMNOSIDE]#KAEMPFEROL-3-O-[6'''-O-PARA-COUMAROYL-BETA-D-GLUCOSYL-(1-2)-ALPHA-L-RHAMNOSIDE]#KAEMPFEROL-3-O-[6-O-ALPHA-L-RHAMNOSYL)-BETA-D-GLUCOSIDE]#KAEMPFEROL-3-O-[BETA-D-GLUCOPYRANOSYL(1-2)-ALPHA-L-RHAMNOPYRANOSIDE]#KAEMPFEROL-3-RHAMNOGLUCOSIDE#KAEMPFEROL-COUMAROYL-GLUCORHAMNOSIDE
GLEICHENIACEAE#DICRANOPTERIS LINEARIS_VAR.SEBASTIANA#KAEMPFEROL-3-O-(4-O-PARA-COUMAROYL-3-O-ALPHA-L-RHAMNOPYRANOSYL)-ALPHA-L-RHAMNOPYRANOSYL(1-6)-BETA-D-GLUCOPYRANOSIDE
HAMAMELIDACEAE#HAMAMELIS VIRGINIANA#KAEMPFEROL#KAEMPFEROL-3-O-BETA-D-GLUCURONIDE
HIPPOCASTANACEAE#AESCULUS CARNEA#KAEMPFEROL#KAEMPFEROL-4'-7-DIMETHYL ETHER#KAEMPFEROL-4'-METHYL ETHER
HIPPOCASTANACEAE#AESCULUS CHINENSIS#KAEMPFEROL-3-O-BETA-XYLOPYRANOSYL(1-2)-BETA-GLUCOPYRANOSYL(1-6)-BETA-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-SAMBUBIOSIDE#KAEMPFEROL-3-O-[BETA-XYLOPYRANOSYL(1-2)-BETA-GLUCOPYRANOSYL(1-3)]-BETA-GLUCOPYRANOSIDE
HIPPOCASTANACEAE#AESCULUS HIPPOCASTANUM#KAEMPFEROL#KAEMPFEROL-3-4'-7-TRIMETHYL ETHER#KAEMPFEROL-3-O-BETA-D-GLUCOPYRANOSYL-7-O-RHAMNOSIDE#KAEMPFEROL-4'-7-DIMETHYL ETHER#KAEMPFEROL-4'-METHYL ETHER
HIPPOCASTANACEAE#AESCULUS INDICA#KAEMPFEROL#KAEMPFEROL-4'-7-DIMETHYL ETHER#KAEMPFEROL-4'-METHYL ETHER
HIPPOCASTANACEAE#AESCULUS PUNDUANA#KAEMPFEROL
HIPPOCASTANACEAE#AESCULUS TURBINATA#KAEMPFEROL#KAEMPFEROL-3-4'-7-TRIMETHYL ETHER#KAEMPFEROL-4'-7-DIMETHYL ETHER#KAEMPFEROL-4'-METHYL ETHER
HYDROPHYLLACEAE#HYDROPHYLLUM TENUIPES#KAEMPFEROL
HYDROPHYLLACEAE#HYDROPHYLLUM VIRGINICUM#KAEMPFEROL
HYMENOPHYLLACEAE#HYMENOPHYLLUM DEMISSUM#KAEMPFEROL-3-O-ALPHA-L-RHAMNOSYL-GLUCOSIDE
HYPNACEAE#HYPNUM CUPRESSIFORME#KAEMPFEROL
ILLICIACEAE#ILLICIUM MANIPURENSE#KAEMPFEROL
ILLICIACEAE#ILLICIUM VERUM#KAEMPFEROL#KAEMPFEROL-3-O-ALPHA-L-GALACTOSIDE
IRIDACEAE#ARISTEA ALATA#KAEMPFEROL
IRIDACEAE#ARISTEA COMPRESSA#KAEMPFEROL
IRIDACEAE#ARISTEA ENSIFOLIA#KAEMPFEROL
IRIDACEAE#ARISTEA LUGENS#KAEMPFEROL
IRIDACEAE#ARISTEA SINGULARIS#KAEMPFEROL
IRIDACEAE#CROCUS ANTALYENSIS#KAEMPFEROL-3-4'-DI-O-BETA-D-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-BETA-D-(2-O-ALPHA-RHAMNOPYRANOSYL)-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-BETA-D-(2-O-BETA-D-GLUCOPYRANOSYL)-GLUCOPYRANOSIDE
IRIDACEAE#CROCUS ASTURICUS#KAEMPFEROL
IRIDACEAE#CROCUS AUREUS#KAEMPFEROL-3-O-BETA-D-SOPHOROSIDE
IRIDACEAE#CROCUS CHRYSANTHUS_CV.CREAM#KAEMPFEROL-3-RUTINOSIDE-7-GLUCOSIDE
IRIDACEAE#CROCUS CHRYSANTHUS#KAEMPFEROL,DIHYDRO: 7-O-BETA-D-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-ALPHA-L-(2-O-BETA-D-GLUCOPYRANOSYL)-RHAMNOPYRANOSIDE-7-O-BETA-D-(6-O-ACETYL)-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-ALPHA-L-(2-O-BETA-D-GLUCOPYRANOSYL)-RHAMNOPYRANOSIDE-7-O-BETA-D-(6-O-MALONYL)-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-ALPHA-L-(2-O-BETA-D-GLUCOPYRANOSYL)-RHAMNOPYRANOSIDE-7-O-BETA-D-GLUCOPYRANOSIDE
IRIDACEAE#CROCUS CORSICUS#KAEMPFEROL-3-O-BETA-D-SOPHOROSIDE
IRIDACEAE#CROCUS ETRUSCUS#KAEMPFEROL-3-O-BETA-D-SOPHOROSIDE#KAEMPFEROL-3-RUTINOSIDE-7-GLUCOSIDE
IRIDACEAE#CROCUS FLEISCHERI#KAEMPFEROL-3-RUTINOSIDE-7-GLUCOSIDE
IRIDACEAE#CROCUS KOROLKOWII#KAEMPFEROL-3-O-BETA-D-SOPHOROSIDE
IRIDACEAE#CROCUS LAEVIGATUS#KAEMPFEROL-3-O-BETA-D-SOPHOROSIDE
IRIDACEAE#CROCUS MINIMUS#KAEMPFEROL-3-O-BETA-D-SOPHOROSIDE#KAEMPFEROL-3-RUTINOSIDE-7-GLUCOSIDE
IRIDACEAE#CROCUS SATIVUS#KAEMPFEROL#KAEMPFEROL,3-GENTIOBIOSYL:#KAEMPFEROL-3-7-DI-O-BETA-D-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-BETA-D-(2-O-BETA-D-6-ACETYL-GLUCOSYL)-GLUCOPYRANOSIDE-7-O-BETA-D-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-BETA-D-(2-O-BETA-D-6-O-ACETYL-GLUCOSYL)-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-BETA-D-(2-O-BETA-D-GLUCOSYL)-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-BETA-D-(6-O-ACETYL)-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-BETA-D-(6-O-ACETYL)-GLUCOPYRANOSIDE-7-O-BETA-D-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOPYRANOSYL(1-2)-BETA-D-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOPYRANOSYL(1-2)BETA-D-6-ACETYL-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOPYRANOSYL(1-2)BETA-D-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-BETA-D-SOPHOROSIDE#KAEMPFEROL-7-O-GLUCOPYRANOSIDE-3-O-SOPHOROSIDE#KAEMPFEROL-7-O-SOPHOROSIDE
IRIDACEAE#CROCUS SPECIOSUS#KAEMPFEROL#KAEMPFEROL-3-O-ALPHA-L-(2-3-DI-O-BETA-D-GLUCOPYRANOSYL)-RHAMNOPYRANOSIDE#KAEMPFEROL-3-O-ALPHA-L-(2-O-BETA-D-GLUCOPYRANOSYL)-RHAMNOPYRANOSIDE
IRIDACEAE#CROCUS VERSICOLOR#KAEMPFEROL-3-O-BETA-D-SOPHOROSIDE
IRIDACEAE#GLADIOLUS ATROVIOLACEUS#KAEMPFEROL
IRIDACEAE#IRIS PSEUDACORUS#KAEMPFEROL,DIHYDRO: 7-O-METHYL:
IRIDACEAE#KLATTIA PARTITA_VAR.FLAVA#KAEMPFEROL
IRIDACEAE#NIVENIA FRUTICOSA#KAEMPFEROL
IRIDACEAE#NIVENIA SPECIES#KAEMPFEROL
IRIDACEAE#PATERSONIA FRAGILIS#KAEMPFEROL
IRIDACEAE#PATERSONIA OCCIDENTALIS#KAEMPFEROL
JULIANIACEAE#CYCLOCARYA PALIURIS#KAEMPFEROL
LAMIACEAE#ACINOS SUAVEOLENS#KAEMPFEROL
LAMIACEAE#AGASTACHE PALLIDIFLORA#KAEMPFEROL-3-O-ALPHA-L-GALACTOSIDE#KAEMPFEROL-3-O-ALPHA-L-RHAMNOSIDE
LAMIACEAE#AJUGA TAIWANENSIS#KAEMPFEROL
LAMIACEAE#BALLOTA SAXATILIS_SSP.SAXATILIS#KAEMPFEROL-3-4'-7-TRIMETHYL ETHER
LAMIACEAE#ELSHOLTZIA RUGULOSA#KAEMPFEROL,4'-7-DIMETHOXY:
LAMIACEAE#HYPTIS ALBIDA#KAEMPFEROL-3-4'-7-TRIMETHYL ETHER
LAMIACEAE#HYPTIS RHOMBOIDES#KAEMPFEROL
LAMIACEAE#LAGOCHILUS PLATYCALYX#KAEMPFEROL
LAMIACEAE#LEONURUS JAPONICUS#KAEMPFEROL
LAMIACEAE#LEONURUS MARRUBIASTRUM#KAEMPFEROL#KAEMPFEROL-3-O-ALPHA-L-RHAMNO-GLUCOSIDE
LAMIACEAE#LEUCAS URTICAEFOLIA#KAEMPFEROL
LAMIACEAE#MENTHA LAVANDULACEA#KAEMPFEROL-3-O-(4'''-PARA-COUMAROYL-GLUCOPYRANOSYL)-(1-2)-RHAMNNOPYRANOSYL-7-O-BETA-D-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-(6'''-PARA-COUMAROYL-GLUCOPYRANOSYL-(1-2)-RHAMNOPYRANOSYL-7-O-BETA-D-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOPYRANOSYL(1-2)-BETA-D-RHAMNOPYRANOSYL-7-O-BETA-D-GLUCOPYRANOSIDE
LAMIACEAE#OCIMUM BASILICUM#KAEMPFEROL
LAMIACEAE#OCIMUM GRATISSIMUM_VAR.GRATISSIMUM#KAEMPFEROL-3-O-NEOHESPERIDOSIDE
LAMIACEAE#ORIGANUM DUBIUM#KAEMPFEROL-3-6-7-TRIMETHYL ETHER
LAMIACEAE#ORIGANUM MAJORANA#KAEMPFEROL
LAMIACEAE#OTOSTEGIA LIMBATA#KAEMPFEROL,3-O-BETA-D-GLUCOPYRANOSYL91-2)BETA-D-GLUCOPYRANOSYL(1-3)BETA-D-GLUCOPYRANOSY;(1-4)ALPHA-L-RHAMNOPYRANOSYL(1-4)(1-4)ALPHA-L-RHAMNOPYRANOSYL:#KAEMPFEROL,3-O-[BETA-D-GLUCOPYRANOSYL(1-4)BETA-D-6''-94-HYDROXY-CINNAMOYL)-GLUCOPYRANOSYL(1-3)BETA-D-GLUCOPYRANOSYL(1-2)ALPHA-L-RHAMNOPYRANOSIDE]-7-O-ALPHA-L-RHAMNOPYRANOSIDE:
LAMIACEAE#PHLOMIS AUREA#KAEMPFEROL-3-O-BETA-D-GLUCOPYRANOSYL(1-6)-BETA-D-GLUCOPYRANOSIDE
LAMIACEAE#PHLOMIS PURPUREA#KAEMPFEROL-3-O-PARA-COUMAROYL-GLUCOSIDE
LAMIACEAE#PHLOMIS SPECTABILIS#KAEMPFEROL-3-O-BETA-D-GLUCOSIDE-4'-7-DIMETHYL ETHER
LAMIACEAE#POGOSTEMON CABLIN#KAEMPFEROL,3-4'-7-TRI-O-METHYL:
LAMIACEAE#PRUNELLA VULGARIS#KAEMPFEROL
LAMIACEAE#SALVIA COLUMBARIAE#KAEMPFEROL,6-HYDROXY: 5-6-DIMETHYL ETHER
LAMIACEAE#SALVIA CYANESCENS#KAEMPFEROL,6-HYDROXY: 3-6-DIMETHYL ETHER
LAMIACEAE#SALVIA DORRII_SSP.DORRII#KAEMPFEROL
LAMIACEAE#SALVIA FARINACEA#KAEMPFEROL#KAEMPFEROL-3-O-(2(G)-RHAMNOSYL-RUTINOSIDE)#KAEMPFEROL-3-O-ROBINOSIDE
LAMIACEAE#SALVIA LONGIPEDICELLATA#KAEMPFEROL,6-HYDROXY: 3-4'-6-TRIMETHYL ETHER
LAMIACEAE#SATUREJA BOLIVIANA#KAEMPFEROL-3-O-XYLOSYL-GLUCOSIDE#KAEMPFEROL-7-O-RHAMNOSIDE
LAMIACEAE#SCUTELLARIA OCELLATA#RESOKAEMPFEROL
LAMIACEAE#SIDERITIS BOLLEANA#KAEMPFEROL,3-4'-7-TRIMETHOXY:
LAMIACEAE#SIDERITIS CYSTOSIPHON#KAEMPFEROL,3-4'-7-TRI-O-METHYL:
LAMIACEAE#SIDERITIS GOMERAEA#KAEMPFEROL,3-4'-7-TRIMETHOXY:
LAMIACEAE#SIDERITIS LOTSYI#KAEMPFEROL,3-4'-7-TRI-O-METHYL:
LAMIACEAE#SIDERITIS MARMOREA#KAEMPFEROL,3-4'-7-TRI-O-METHYL:
LAMIACEAE#SIDERITIS MASSONIANA_VAR.PUMILA#KAEMPFEROL,3-4'-7-TRIMETHYL:
LAMIACEAE#SIDERITIS NUTANS#KAEMPFEROL,3-4'-TRI-O-METHYL:
LAMIACEAE#THYMUS HIRTUS#KAEMPFEROL,8-C-PARA-HYDROXY-BENZYL:
LAMIACEAE#THYMUS MORODERI#KAEMPFEROL
LAMIACEAE#TRICHOSTEMA LANATUM#KAEMPFEROL,6-HYDROXY: 5-6-DIMETHYL ETHER
LAMIACEAE#VITEX AGNUS-CASTUS#KAEMPFEROL,6-HYDROXY: 3-4'-6-7-TETRAMETHYL ETHER#KAEMPFEROL,6-HYDROXY: 3-6-7-TRIMETHYL ETHER
LAURACEAE#ANIBA ROSAEODORA#KAEMPFEROL-3-RHAMNOSYL-GLUCOSIDE
LAURACEAE#BEILSCHMIEDIA MIERSII#KAEMPFEROL-3-RHAMNOSIDE
LAURACEAE#CASSYTHA FILIFORMIS#KAEMPFEROL-3-O-ROBINOBIOSOIDE
LAURACEAE#CINNAMOMUM KOTOENSE#KAEMPFEROL
LAURACEAE#CINNAMOMUM OSMOPHLOEUM#KAEMPFEROL#KAEMPFEROL-3-O-ALPHA-L-RHAMNOPYRANOSIDE-7-O-ALPHA-L-RHAMNOPYRANOSIDE#KAEMPFEROL-3-O-ALPHA-L-RHAMNOPYRANOSYL(1-2)-ALPHA-L-RHAMNOPYRANOSIDE#KAEMPFEROL-7-O-ALPHA-L-RHAMNOPYRANOSIDE#KAEMPFEROL-7-O-ALPHA-L-RHAMNOSIDE#KAEMPFEROL-7-RHAMNOSIDE
LAURACEAE#CINNAMOMUM TAMALA#KAEMPFEROL#KAEMPFEROL-3-O-RHAMNOSIDE
LAURACEAE#CINNAMOMUM ZEYLANICUM#KAEMPFEROL#KAEMPFEROL-3-O-ALPHA-RHAMNOSIDE
LAURACEAE#CRYPTOCARYA ALBA#KAEMPFEROL
