a 	b 
Olea europaea	(9S)-10,11-Dihydrocinchonan-9-ol
Olea europaea	(S)-2,3-Epoxysqualene
Olea europaea	(Z)-2-hexen-1-ol
Olea europaea	(Z)-3-Hexenyl acetate
Olea europaea	1,5-Anhydroxylitol
Olea europaea	1-Acetoxypinoresinol
Olea europaea	19alpha-Hydroxyasiatic acid
Olea europaea	2-(3,4-Dihydroxyphenyl)ethyl 4-formyl-3-formylmethyl-4-hexenoate
Olea europaea	2-(4-Hydroxyphenyl)ethanol
Olea europaea	2alpha,3beta-Dihydroxyolean-12-en-28-oic acid
Olea europaea	2alpha-Hydroxyursolic acid
Olea europaea	3,4-Dimethyl heptane
Olea europaea	3-Hydroxybenzoic acid
Olea europaea	3-Pentanol
Olea europaea	4''-Glucopyranosyloleuropein
Olea europaea	4''-Methyloleuropein
Olea europaea	6-O-Oleuropeoylsucrose
Olea europaea	8-Hydroxypinoresinol
Olea europaea	Acetaldehyde
Olea europaea	Acetic acid
Olea europaea	Acetone
Olea europaea	Betulinic acid
Olea europaea	Bryonolic acid
Olea europaea	Butyl acetate
Olea europaea	Cinchonidine
Olea europaea	Cinchonine
Olea europaea	Cleroindicin F
Olea europaea	Erythrodiol
Olea europaea	Ethyl acetate
Olea europaea	Ethyl propionate
Olea europaea	Gentisic acid
Olea europaea	Heneicosanoic acid
Olea europaea	Hexanal
Olea europaea	Isoprene
Olea europaea	Isovaleraldehyde
Olea europaea	Lanosterol
Olea europaea	Lupeol
Olea europaea	Methyl nonanoate
Olea europaea	Nonanal
Olea europaea	Octanal
Olea europaea	Octane
Olea europaea	Oleanolic acid
Olea europaea	Oleocanthal
Olea europaea	Oleoside
Olea europaea	Oleoside dimethyl ester
Olea europaea	Oleuricine A
Olea europaea	Oleuropeic acid
Olea europaea	Oleuropein
Olea europaea	Oleuroside
Olea europaea	Phloionolic acid
Olea europaea	Pomolic acid
Olea europaea	Rengyolone
Olea europaea	Rotundic acid
Olea europaea	Tormentic acid
Olea europaea	Ursolic acid
Olea europaea	Uvaol
Olea europaea	alpha-Amyrin
Olea europaea	cis-3-Hexen-1-ol
Olea europaea	delta-Maslinic acid
Olea europaea	n-Hexane
Olea europaea subsp. cuspidata	(+)-Cycloolivil
Olea europaea subsp. cuspidata	(-)-Olivil
Olea europaea subsp. cuspidata	8-Hydroxypinoresinol
Olea europaea L.	3-Hydroxytyrosol
Olea europaea L.	Acteoside
Olea europaea L.	Cornoside
Olea europaea L.	Ligstroside
Olea europaea L.	Rutin
Olea europaea L.	Secologanoside
Oryza sativa	(+)-Vernolic acid
Oryza sativa	(S)-2,3-Epoxysqualene
Oryza sativa	1-DL-(Indole-3-acetyl)-myo-inositol
Oryza sativa	2-phosphoglycerate
Oryza sativa	3-Aminobutanoic acid
Oryza sativa	4,12-Tritriacontadiene
Oryza sativa	4-(12-Cyclohexyl-2,4,6,11-tetrahydroxydodecyl)-alpha-undecylcyclohexanehexanoic acid
Oryza sativa	9-Ribosyl-cis-zeatin
Oryza sativa	9-Ribosyl-trans-zeatin
Oryza sativa	9beta-Pimara-7,15-diene
Oryza sativa	ADP-D-glucose
Oryza sativa	All-trans-squalene
Oryza sativa	Bisbynin
Oryza sativa	Carlinoside
Oryza sativa	Castasterone
Oryza sativa	Chrysoeriol
Oryza sativa	Cycloartenol
Oryza sativa	D-Erythrose 4-phosphate
Oryza sativa	D-Fructose 6-phosphate
Oryza sativa	D-Galactose
Oryza sativa	D-Mannose
Oryza sativa	D-glucose
Oryza sativa	Dolichosterone
Oryza sativa	Ferulic acid
Oryza sativa	Feruloylputrescine
Oryza sativa	Fructose
Oryza sativa	Gibberellin A1
Oryza sativa	Gibberellin A19
Oryza sativa	Gibberellin A20
Oryza sativa	Gibberellin A24
Oryza sativa	Gibberellin A29
Oryza sativa	Gibberellin A34
Oryza sativa	Gibberellin A4
Oryza sativa	Gibberellin A44
Oryza sativa	Gibberellin A51
Oryza sativa	Gibberellin A53
Oryza sativa	Gibberellin A9
Oryza sativa	Glucose
Oryza sativa	Glycolic acid
Oryza sativa	Hesperetin 5-O-glucoside
Oryza sativa	Homomangiferin
Oryza sativa	Inositol
Oryza sativa	Isoorientin 2''-O-glucopyranoside
Oryza sativa	Isoprene
Oryza sativa	Isoscoparin 2''-(6-(E)-ferulylglucoside)
Oryza sativa	Isoscoparin 2''-(6-(E)-p-coumaroylglucoside)
Oryza sativa	Isoscoparin 2''-O-glucoside
Oryza sativa	Lutein
Oryza sativa	Lutein 5,6-epoxide
Oryza sativa	Maltose
Oryza sativa	Momilactone A
Oryza sativa	Momilactone B
Oryza sativa	Momilactone C
Oryza sativa	N-Jasmonoylleucine
Oryza sativa	N-Jasmonoylvaline
Oryza sativa	N6-(delta2-Isopentenyl)adenine
Oryza sativa	Naringenin
Oryza sativa	Neocarlinoside
Oryza sativa	Neoschaftoside
Oryza sativa	Neoxanthin
Oryza sativa	Orizaanthracenol
Oryza sativa	Orizaditerpenyl benzoate
Oryza sativa	Orizalanosterolide A
Oryza sativa	Orizalanosterolide B
Oryza sativa	Orizanorditerpenyl benzoate
Oryza sativa	Orizaterpenoid
Oryza sativa	Orizaterpenol
Oryza sativa	Orizaterpenyl benzoate
Oryza sativa	Oryzadione
Oryza sativa	Oryzalexin A
Oryza sativa	Oryzalexin B
Oryza sativa	Oryzalexin C
Oryza sativa	Oryzalexin D
Oryza sativa	Oryzalexin E
Oryza sativa	Oryzalexin F
Oryza sativa	Oryzalexin S
Oryza sativa	Oryzanol A
Oryza sativa	Oryzasesterpenolide
Oryza sativa	Oryzaterpenyl hydrocaffeate
Oryza sativa	Oryzatriacontolide
Oryza sativa	Parkeol
Oryza sativa	Phosphoenolpyruvate
Oryza sativa	Phytocassane A
Oryza sativa	Phytocassane B
Oryza sativa	Phytocassane C
Oryza sativa	Phytocassane D
Oryza sativa	Phytocassane E
Oryza sativa	Primulin
Oryza sativa	Progesterone
Oryza sativa	Ribose 5-phosphate
Oryza sativa	Sakuranetin
Oryza sativa	Sativalanosteronyl glucoside
Oryza sativa	Schaftoside
Oryza sativa	Selgin
Oryza sativa	Sorghumol
Oryza sativa	Stemar-13-ene
Oryza sativa	Stigmasterol
Oryza sativa	Sucrose
Oryza sativa	Sucrose 6-phosphate
Oryza sativa	Syringic acid
Oryza sativa	Toringin
Oryza sativa	Tricin
Oryza sativa	Tricin 7-O-beta-D-glucopyranoside
Oryza sativa	Violaxnathin
Oryza sativa	ent-CPP
Oryza sativa	ent-Cassa-12,15-diene
Oryza sativa	ent-Kaurene
Oryza sativa	ent-Sandaracopimaradiene
Oryza sativa	p-Coumaroylputrescine
Oryza sativa	syn-Copalyl diphosphate
Oryza sativa	trans-Zeatin
Oryza sativa L.	1-Butyl-2-propylcyclopentane
Oryza sativa L.	2,2,6-Trimethyldecane
Oryza sativa L.	2,6-Dimethyl-decahydronaphthalene
Oryza sativa L.	2-Hexyl-1-decanol
Oryza sativa L.	2-methylhexane
Oryza sativa L.	28-Homotyphasterol
Oryza sativa L.	4,6-Dimethylundecane
Oryza sativa L.	Coronatine
Oryza sativa L.	Phytocassane A
Oryza sativa L.	Phytocassane B
Oryza sativa L.	Phytocassane C
Oryza sativa L.	Phytocassane D
Oryza sativa L.	Phytocassane E
Oryza sativa L.	alpha-Tocopherol
Oryza sativa L.	alpha-Tocotrienol
Oryza sativa L.	beta-Tocopherol
Oryza sativa L.	beta-Tocotrienol
Oryza sativa L.	delta-Tocopherol
Oryza sativa L.	delta-Tocotrienol
Oryza sativa L.	ent-Kaurene
Oryza sativa L.	gamma-Tocopherol
Oryza sativa L.	gamma-Tocotrienol
Oryza sativa cv. Heugjinjubyeo	Oryzafuran
Oryza sativa cv. Heugjinjubyeo	Palmitic acid
Oryza sativa cv. Heugjinjubyeo	Protocatechuic acid
Oryza sativa cv. Heugjinjubyeo	Quercetin
Oryza sativa cv. Heugjinjubyeo	Vanillic acid
Oryza sativa cv. koshihikari	Ineketone
Oryza sativa L.cv Koshihikari	(+)-Dehydrovomifoliol
Oryza sativa japonica	Melatonin
Oryza sativa mutant	Oryzamutaic acid A
Oryza sativa mutant	Oryzamutaic acid B
Oryza sativa mutant	Oryzamutaic acid C
Oryza sativa mutant	Oryzamutaic acid D
Oryza sativa mutant	Oryzamutaic acid E
Oryza sativa mutant	Oryzamutaic acid F
Oryza sativa mutant	Oryzamutaic acid G
Oryza sativa mutant	Oryzamutaic acid H
Oryza sativa mutant	Oryzamutaic acid J
Oryza sativa cv. Heugjingjubyeo	Oryzadine
Papaver somniferum	(+)-Corytuberine
Papaver somniferum	(+)-Laudanidine
Papaver somniferum	(+)-N-Methylcoclaurine
Papaver somniferum	(+)-Reticuline
Papaver somniferum	(-)-Codeinone
Papaver somniferum	(-)-Coreximine
Papaver somniferum	(-)-Isocorypalmine
Papaver somniferum	(-)-Salsolinol
Papaver somniferum	(-)-Tetrahydrocoptisine
Papaver somniferum	(13S,14R)-1,8-Dihydroxy-13-O-acetyl-N-methylcanadine
Papaver somniferum	(3beta,5alpha)-Stigmastan-3-ol
Papaver somniferum	(R)-Reticuline
Papaver somniferum	(S)-3'-Hydroxy-N-methylcoclaurine
Papaver somniferum	(S)-6-O-Methylnorlaudanosoline
Papaver somniferum	(S)-Norcoclaurine
Papaver somniferum	(S)-Norreticuline
Papaver somniferum	1,10-Nonacosanediol
Papaver somniferum	1,11-Triacontanediol
Papaver somniferum	1,9-Octacosanediol
Papaver somniferum	10-Nonacosanol
Papaver somniferum	13-Oxocryptopine
Papaver somniferum	3'-Hydroxy-7-O-methylcoclaurine
Papaver somniferum	3,4-Dihydroxyphenylacetaldehyde
Papaver somniferum	3,6-Dimethoxy-4-hydroxyphenanthrene
Papaver somniferum	3,7-Dimethoxy-5-hydroxyphenanthrene
Papaver somniferum	3-O-Acetylpapaveroxine
Papaver somniferum	4'-O-Desmethyl-3-O-acetylpapaveroxine
Papaver somniferum	4'-O-Desmethylpapaveroxine
Papaver somniferum	4-Hydroxybenzaldehyde
Papaver somniferum	4-Hydroxycanadaline
Papaver somniferum	4-Hydroxyphenylacetaldehyde
Papaver somniferum	4-Hydroxyphenylpyruvate
Papaver somniferum	4-Methylnonacosane
Papaver somniferum	5,6,7,8-Tetrahydro-4-methoxy-6-methyl-1,3-dioxolo[4,5-g]isoquinoline
Papaver somniferum	6-Hydroxyprotopine
Papaver somniferum	6-Methylcodeine
Papaver somniferum	7,4'-Di-O-Methylcoclaurine
Papaver somniferum	7-O-Acetylsalutaridinol
Papaver somniferum	7-O-Methylcoclaurine
Papaver somniferum	7-O-Methylnororientaline
Papaver somniferum	7-Pentacosanone
Papaver somniferum	Alkaloid A4
Papaver somniferum	Allocryptopine
Papaver somniferum	Berberine
Papaver somniferum	Bismorphine B
Papaver somniferum	Caffeic acid
Papaver somniferum	Canadine
Papaver somniferum	Cheilanthifoline
Papaver somniferum	Coclaurine
Papaver somniferum	Codeine
Papaver somniferum	Codeine N-oxide
Papaver somniferum	Cryptopine
Papaver somniferum	Cyclolaudenone
Papaver somniferum	D-Mannoheptulose
Papaver somniferum	D-glycero-D-manno-2-Octulose
Papaver somniferum	Dihydropapaverine
Papaver somniferum	Dihydrosanguinarine
Papaver somniferum	Dopamine
Papaver somniferum	Hydrocodone
Papaver somniferum	Indole-3-acetyl-L-aspartic acid
Papaver somniferum	Laudanidine
Papaver somniferum	Laudanine
Papaver somniferum	Laudanosine
Papaver somniferum	Macrantaldehyde
Papaver somniferum	Magnoflorine
Papaver somniferum	Meconic acid
Papaver somniferum	Meconine
Papaver somniferum	Melatonin
Papaver somniferum	Morphine
Papaver somniferum	Morphine N-oxide
Papaver somniferum	Morphinone
Papaver somniferum	N-Malonyltryptophan
Papaver somniferum	N-Methylcanadine
Papaver somniferum	N-Methylporphyroxine
Papaver somniferum	N-Methylsinactine
Papaver somniferum	N-Norlaudanidine
Papaver somniferum	Narceine
Papaver somniferum	Narceinone
Papaver somniferum	Narcotinehemiacetal
Papaver somniferum	Narcotoline
Papaver somniferum	Narcotoline hemiacetal
Papaver somniferum	Neopine
Papaver somniferum	Neopinone
Papaver somniferum	Norcodamine
Papaver somniferum	Norlaudanosine
Papaver somniferum	Nornarceine
Papaver somniferum	Nororientaline
Papaver somniferum	Noscapine
Papaver somniferum	O-Demethylallocryptopine
Papaver somniferum	O-Demethylcryptopine
Papaver somniferum	O-Methylsomniferine
Papaver somniferum	Oripavine
Papaver somniferum	Palaudine
Papaver somniferum	Papavarine
Papaver somniferum	Papaverine
Papaver somniferum	Protopine
Papaver somniferum	Quercetin 3-gentiobioside
Papaver somniferum	Rhoeadine
Papaver somniferum	Salutaridine
Papaver somniferum	Salutaridinol
Papaver somniferum	Sanguinarine
Papaver somniferum	Sedoheptulose
Papaver somniferum	Somniferine
Papaver somniferum	Stigmasterol
Papaver somniferum	Tembetarine
Papaver somniferum	Thebaine
Papaver somniferum	Tyramine
Papaver somniferum	Veratrole-4,5-dicarboxylic acid
Papaver somniferum	dl-Laudanidine
Papaver somniferum L.	(+)-Codamine
Papaver somniferum L.	Glaudine
Papaver somniferum L.	Norsanguinarine
Papaver somniferum L.	Papaveraldine
Papaver somniferum L.	Papaverrubine B
Papaver somniferum L.	Papaverrubine C
Papaver somniferum L.	Papaverrubine D
Papaver somniferum L.	Papaverrubine E
Papaver somniferum L.	Scoulerine
Phalaenopsis equestris	Cyanidin 3-O-[6-O-(malonyl)-beta-D-glucopyranoside]-7,3'-di-O-[6-O-(sinapyl)-beta-D-glucopyranoside]
Phalaenopsis equestris	Cyanidin 3-O-[beta-D-glucopyranoside]-7,3'-di-O-[6-O-(sinapyl)-beta-D-glucopyranoside]
Phaseolus vulgaris	(+-)-5-Deoxykievitone
Phaseolus vulgaris	(+-)-Mucronulatol
Phaseolus vulgaris	(-)-Phaseollinisoflavan
Phaseolus vulgaris	2',4',5,7-Tetrahydroxyisoflavanone
Phaseolus vulgaris	2'-Deoxyguanosine
Phaseolus vulgaris	2'-Deoxyinosine
Phaseolus vulgaris	2'-Hydroxydaidzein
Phaseolus vulgaris	2'-Hydroxydihydrodaidzein
Phaseolus vulgaris	2'-Hydroxygenistein
Phaseolus vulgaris	2'-O-Methylphaseollinisoflavan
Phaseolus vulgaris	2,3-Dehydrokievitone
Phaseolus vulgaris	2,3-diepi-25-Methyldolichosterone
Phaseolus vulgaris	2-Carboxyarabinitol 1-phosphate
Phaseolus vulgaris	2-Deoxy-25-Methyldolichosterone
Phaseolus vulgaris	2-Deoxy-28-homocastasterone
Phaseolus vulgaris	2-Furoic acid
Phaseolus vulgaris	2-epi-25-Methyldolichosterone
Phaseolus vulgaris	23-Dehydro-2-epicastasterone
Phaseolus vulgaris	23-O-beta-D-Glucopyranosyl-2-epi-25-methyldolichosterone
Phaseolus vulgaris	23-O-beta-D-Glucopyranosyl-25-methyldolichosterone
Phaseolus vulgaris	24-Methyllophenol
Phaseolus vulgaris	25-Methyldolichosterone
Phaseolus vulgaris	25-Methylgramisterol
Phaseolus vulgaris	3' 5'-cyclic AMP
Phaseolus vulgaris	3,24-Diepicastasterone
Phaseolus vulgaris	3,9-Dihydroxypterocarpan
Phaseolus vulgaris	3-(Methylthio)alanine
Phaseolus vulgaris	3-Hydroxy-beta-ionone
Phaseolus vulgaris	3-epi-2-Deoxy-25-methyldolichosterone
Phaseolus vulgaris	3-epi-6-Deoxocastasterone
Phaseolus vulgaris	6-Carboxyuridine
Phaseolus vulgaris	6-Deoxo-25-methyldolichosterone
Phaseolus vulgaris	6-Deoxo-28-homo-dolichosterone
Phaseolus vulgaris	6-Deoxocastasterone
Phaseolus vulgaris	6-Deoxodolichosterone
Phaseolus vulgaris	6a-Hydroxyphaseollin
Phaseolus vulgaris	9,10,13-Trihydroxystearic acid
Phaseolus vulgaris	9-Ribosyl-trans-zeatin
Phaseolus vulgaris	Abscisic acid
Phaseolus vulgaris	Adrenaline
Phaseolus vulgaris	Apo-9-zeaxanthinone
Phaseolus vulgaris	Benzoic acid
Phaseolus vulgaris	Botrydial
Phaseolus vulgaris	Brassinolide
Phaseolus vulgaris	Caffeic acid
Phaseolus vulgaris	Callistephin
Phaseolus vulgaris	Castasterone
Phaseolus vulgaris	Coumestrol
Phaseolus vulgaris	Cyclokievitone
Phaseolus vulgaris	D-Galacturonic acid
Phaseolus vulgaris	Daidzein
Phaseolus vulgaris	Dalbergioidin
Phaseolus vulgaris	Dihydroxyphenylalanine
Phaseolus vulgaris	Dihydrozeatin
Phaseolus vulgaris	Dimethyl sulfoxide
Phaseolus vulgaris	Dolicholide
Phaseolus vulgaris	Dolichosterone
Phaseolus vulgaris	Dopamine
Phaseolus vulgaris	E-beta-carotene
Phaseolus vulgaris	Formononetin
Phaseolus vulgaris	Genistein
Phaseolus vulgaris	Gibberellin A1
Phaseolus vulgaris	Gibberellin A17
Phaseolus vulgaris	Gibberellin A19
Phaseolus vulgaris	Gibberellin A20
Phaseolus vulgaris	Gibberellin A29
Phaseolus vulgaris	Gibberellin A37
Phaseolus vulgaris	Gibberellin A38
Phaseolus vulgaris	Gibberellin A4
Phaseolus vulgaris	Gibberellin A44
Phaseolus vulgaris	Gibberellin A5
Phaseolus vulgaris	Gibberellin A53
Phaseolus vulgaris	Gibberellin A6
Phaseolus vulgaris	Gibberellin A8
Phaseolus vulgaris	Glycinoeclepin A
Phaseolus vulgaris	Glycinoeclepin B
Phaseolus vulgaris	Glycitein
Phaseolus vulgaris	Indoleacetic acid
Phaseolus vulgaris	Inositol
Phaseolus vulgaris	Isocitric acid
Phaseolus vulgaris	Isomucronulatol
Phaseolus vulgaris	Isomyricitrin
Phaseolus vulgaris	Isorhamnetin 3-galactoside
Phaseolus vulgaris	Jasmonic acid
Phaseolus vulgaris	Kaempferol 3-glucuronide
Phaseolus vulgaris	Kaempferol 7-O-rhamnoside
Phaseolus vulgaris	Kievitone
Phaseolus vulgaris	L-Pipecolic acid
Phaseolus vulgaris	Laxifloran
Phaseolus vulgaris	Leucocyanidin
Phaseolus vulgaris	Leucopelargonidin
Phaseolus vulgaris	Licoisoflavone A
Phaseolus vulgaris	Malvin
Phaseolus vulgaris	Methyl indole-3-acetate
Phaseolus vulgaris	Myrtillin
Phaseolus vulgaris	N-Salicyloylaspartic acid
Phaseolus vulgaris	Noradrenaline
Phaseolus vulgaris	Oenin
Phaseolus vulgaris	Oxalic acid
Phaseolus vulgaris	Pelargonin
Phaseolus vulgaris	Petunidin 3-O-beta-D-glucopyranoside
Phaseolus vulgaris	Phaseolic acid
Phaseolus vulgaris	Phaseolin
Phaseolus vulgaris	Phaseollidin
Phaseolus vulgaris	Phaseoloside D
Phaseolus vulgaris	Phaseoloside E
Phaseolus vulgaris	Phaseolotoxin
Phaseolus vulgaris	Phaseoluside A
Phaseolus vulgaris	Phaseoside I
Phaseolus vulgaris	Propane-1-thiol
Phaseolus vulgaris	Pseudouridine
Phaseolus vulgaris	Puerarin
Phaseolus vulgaris	Quercetagetin 3,5,6,3',4'-pentamethyl ether
Phaseolus vulgaris	Sandosapogenol
Phaseolus vulgaris	Sandosaponin A
Phaseolus vulgaris	Sandosaponin B
Phaseolus vulgaris	Scanderone
Phaseolus vulgaris	Scopoletin
Phaseolus vulgaris	Senegalensin
Phaseolus vulgaris	Soyasapogenol B
Phaseolus vulgaris	Soyasaponin V
Phaseolus vulgaris	Spermidine
Phaseolus vulgaris	Spermine
Phaseolus vulgaris	Stigmasterol
Phaseolus vulgaris	Sucrose
Phaseolus vulgaris	Sucrose 6-phosphate
Phaseolus vulgaris	Tetrahydro-5-oxo-2-furanoctanoic acid
Phaseolus vulgaris	Thymidine
Phaseolus vulgaris	Trigonelline
Phaseolus vulgaris	Tyramine
Phaseolus vulgaris	Umbelliferone
Phaseolus vulgaris	beta-Cryptoxanthin
Phaseolus vulgaris	beta-D-Glucosamine
Phaseolus vulgaris	trans-Zeatin
Phaseolus vulgaris var. nanus	(5R,5'R,6S,6'S)-5,6:5',6'-Diepoxy-5,5',6,6'-tetrahydro-beta,beta-carotene
Phaseolus vulgaris L.	2,3-Diepicastasterone
Phaseolus vulgaris L.	2-Epicastasterone
Phaseolus vulgaris L.	23-O-beta-D-Glucopyranosyl-25-methyldolichosterone
Phaseolus vulgaris L.	3-Epicastasterone
Phoenix dactylifera	3,3',5,5'-Tetrahydroxy-4-methoxystilbene
Phoenix dactylifera	3-O-Caffeoylshikimic acid
Phoenix dactylifera	4-Methylveratrole
Phoenix dactylifera	5-O-Caffeoylshikimic acid
Phoenix dactylifera	Campestane-3,6-dione
Phoenix dactylifera	Cholesterol
Phoenix dactylifera	Isoprene
Phoenix dactylifera	Lupeol acetate
Phoenix dactylifera	Oestrone
Phoenix dactylifera	Resveratrol
Phoenix dactylifera	Stigmast-22-ene-3,6-dione
Phoenix dactylifera	Syringic acid
Populus trichocarpa	2',4',6'-Trihydroxy-4-methoxychalcone
Populus trichocarpa	2',4',6'-Trihydroxy-4-methoxydihydrochalcone
Populus trichocarpa	4-Coumaroylshikimate
Populus trichocarpa	5-Hydroxyconiferaldehyde
Populus trichocarpa	5-Hydroxyconiferyl alcohol
Populus trichocarpa	5-Hydroxyferulic acid
Populus trichocarpa	5-Hydroxyferuloyl-CoA
Populus trichocarpa	5-O-Caffeoylshikimic acid
Populus trichocarpa	Caffeic acid
Populus trichocarpa	Caffeoyl aldehyde
Populus trichocarpa	Caffeyl alcohol
Populus trichocarpa	Calomelanone
Populus trichocarpa	Cinnamic acid
Populus trichocarpa	Coniferaldehyde
Populus trichocarpa	Coniferyl alcohol
Populus trichocarpa	Ferulic acid
Populus trichocarpa	Feruloyl-CoA
Populus trichocarpa	N-Feruloyltyramine
Populus trichocarpa	N-trans-Sinapoyltyramine
Populus trichocarpa	N-trans-caffeoyltyramine
Populus trichocarpa	Neosakuranetin
Populus trichocarpa	Phloretin
Populus trichocarpa	Salicin
Populus trichocarpa	Salicortin
Populus trichocarpa	Salicyloylsalicin
Populus trichocarpa	Salireposide
Populus trichocarpa	Sinapaldehyde
Populus trichocarpa	Sinapic acid
Populus trichocarpa	Sinapoyl-CoA
Populus trichocarpa	Sinapyl alcohol
Populus trichocarpa	Tremulacin
Populus trichocarpa	Tremuloidin
Populus trichocarpa	Trichocarpin
Populus trichocarpa	caffeoyl-CoA
Populus trichocarpa	p-Coumaraldehyde
Populus trichocarpa	p-Coumaric acid
Populus trichocarpa	p-Coumaroyl CoA
Populus trichocarpa	p-Coumaryl alcohol
Prunus avium	(+)-Naringenin
Prunus avium	(2E)-Hex-2-enal
Prunus avium	(E)-2-Hexenyl hexanoate
Prunus avium	(Z)-2-hexen-1-ol
Prunus avium	1-Hexyl acetate
Prunus avium	1-Octanol
Prunus avium	1-Pentanol
Prunus avium	16-Hydroxy-hexadecanoic acid
Prunus avium	2,3,4-trihydroxybenzoic acid
Prunus avium	2,3-Dihydro-2,5,7-trihydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one
Prunus avium	2-Dodecanone
Prunus avium	2-Hexen-1-ol
Prunus avium	2-Hexenyl butyrate
Prunus avium	2-Hexenyl tiglate
Prunus avium	2-Methylfuran
Prunus avium	2-hydroxynaringenin
Prunus avium	3-Hexanol
Prunus avium	3-Methyl-2-buten-1-ol
Prunus avium	3-Methyl-3-buten-1-ol
Prunus avium	3-O-Caffeoylquinic acid
Prunus avium	4-O-beta-D-Mannopyranosyl-D-mannose
Prunus avium	4-O-p-Coumaroylquinic acid
Prunus avium	4-hydroxybenzoic acid
Prunus avium	5,7,4'-Trihydroxy-3,6-dimethoxyflavone
Prunus avium	6-Methoxykaempferol
Prunus avium	6-Methyl-5-hepten-2-one
Prunus avium	7-O-Methylaromadendrin
Prunus avium	9,10,18-Trihydroxyoctadecanoic acid
Prunus avium	9,10-Epoxy-18-hydroxy-octadecanoic acid
Prunus avium	Amygdalin
Prunus avium	Apigenin
Prunus avium	Arabinose
Prunus avium	Arabitol
Prunus avium	Ascorbate
Prunus avium	Aucubin
Prunus avium	Benzaldehyde
Prunus avium	Benzenemethanol
Prunus avium	Benzothiazole
Prunus avium	Caffeic acid
Prunus avium	Catechin
Prunus avium	Cellobiose
Prunus avium	Chrysosplenetin
Prunus avium	Cinnamic acid
Prunus avium	Coumaric acid
Prunus avium	D-Galactose
Prunus avium	D-Turanose
Prunus avium	D-Xylose
Prunus avium	Decanal
Prunus avium	Delphinidin
Prunus avium	Dihydrooroxylin A
Prunus avium	Dihydrowogonin
Prunus avium	Dodecan-1-ol
Prunus avium	Epicatechin
Prunus avium	Eriodictyol
Prunus avium	Ethyl acetate
Prunus avium	Ethyl benzoate
Prunus avium	Ethyl crotonate
Prunus avium	Ethyl hexanoate
Prunus avium	Ethyl octanoate
Prunus avium	Ethylene
Prunus avium	Ferulic acid
Prunus avium	Fructose
Prunus avium	Fucose
Prunus avium	Galactinol
Prunus avium	Genistin
Prunus avium	Gentisic acid
Prunus avium	Gibberellin A1
Prunus avium	Gibberellin A19
Prunus avium	Gibberellin A20
Prunus avium	Gibberellin A29
